측정일시,권역명,측정소명,이산화질소농도(ppm),오존농도(ppm),일산화탄소농도(ppm),아황산가스농도(ppm),미세먼지(㎍/㎥),초미세먼지(㎍/㎥)
20230117,서남권,관악구,0.0347,0.0111,0.53,0.003,28,14
20230117,동북권,광진구,0.0357,0.0029,0.57,0.0032,31,18
20230117,서남권,구로구,0.0299,0.0102,0.38,0.003,35,15
20230117,서남권,금천구,0.0333,0.0104,0.48,0.0033,26,18
20230117,동북권,노원구,0.0344,0.0108,0.55,0.0029,36,22
20230117,동북권,도봉구,0.0309,0.0108,0.67,0.0023,29,19
20230117,동북권,동대문구,0.0347,0.0103,0.56,0.0033,31,16
20230117,서남권,동작구,0.0318,0.0114,0.45,0.0025,30,18
20230117,서북권,마포구,0.0354,0.0088,0.58,0.0029,28,19
20230117,서북권,서대문구,0.0342,0.0109,0.74,0.0033,31,16
20230117,동남권,서초구,0.0352,0.0106,0.5,0.0026,32,15
20230117,동북권,성동구,0.0343,0.01,0.48,0.003,32,15
20230117,동북권,성북구,0.0349,0.0101,0.63,0.003,33,17
20230117,동남권,송파구,0.0352,0.01,0.56,0.0027,33,18
20230117,서남권,양천구,0.0322,0.0078,0.52,0.0026,36,20
20230117,서남권,영등포구,0.0339,0.0092,0.51,0.0029,31,16
20230117,도심권,용산구,0.0306,0.0125,0.52,0.003,31,16
20230117,서북권,은평구,0.0364,0.0032,,0.0026,41,19
20230117,도심권,종로구,0.0351,0.0111,0.58,0.003,31,18
20230117,도심권,중구,,,,,,
20230117,동북권,중랑구,0.0341,0.0097,0.51,0.0023,32,19
20230118,동남권,강남구,0.0323,0.0161,0.53,0.0031,51,23
20230118,동남권,강동구,0.0264,0.0117,0.5,0.0027,53,25
20230118,동북권,강북구,0.0222,0.0174,0.58,0.0023,54,26
20230118,서남권,강서구,0.0334,0.0126,0.6,0.0036,70,26
20230118,서남권,관악구,0.0329,0.0137,0.58,0.0031,56,22
20230118,동북권,광진구,0.0289,0.0115,0.53,0.0033,47,26
20230118,서남권,구로구,0.0278,0.0132,0.42,0.0032,61,23
20230118,서남권,금천구,0.0325,0.0128,0.57,0.0034,49,27
20230118,동북권,노원구,0.0298,0.0161,0.57,0.003,55,30
20230118,동북권,도봉구,0.0246,0.0196,0.7,0.0024,50,25
20230118,동북권,동대문구,0.0302,0.0165,0.61,0.0035,51,23
20230118,서남권,동작구,0.0318,0.0162,0.53,0.0029,58,29
20230118,서북권,마포구,0.0333,0.0122,0.6,0.0034,47,28
20230118,서북권,서대문구,0.0281,0.0157,0.89,0.0043,52,23
20230118,동남권,서초구,0.0311,0.0152,0.56,0.0026,56,23
20230118,동북권,성동구,0.0303,0.0151,0.52,0.003,51,19
20230118,동북권,성북구,0.033,0.0143,0.7,0.0032,55,25
20230118,동남권,송파구,0.0347,0.0123,0.61,0.0028,54,23
20230118,서남권,양천구,0.0315,0.0095,0.59,0.0029,62,29
20230118,서남권,영등포구,0.0325,0.0126,0.55,0.0032,53,26
20230118,도심권,용산구,0.0292,0.0159,0.6,0.003,54,23
20230118,서북권,은평구,0.0252,0.009,,0.002,49,18
20230118,도심권,종로구,0.0318,0.0161,0.63,0.0033,52,26
20230118,도심권,중구,,,,,,
20230118,동북권,중랑구,0.0315,0.0152,0.55,0.0026,48,24
20230119,동남권,강남구,0.0328,0.0158,0.55,0.0032,57,23
20230119,동남권,강동구,0.0257,0.0132,0.49,0.0027,62,26
20230119,동북권,강북구,0.0304,0.0166,0.63,0.0026,71,31
20230119,서남권,강서구,0.0371,0.0155,0.69,0.0037,73,24
20230119,서남권,관악구,0.0376,0.0148,0.69,0.0033,62,21
20230119,동북권,광진구,0.0285,0.0131,0.55,0.0031,59,28
20230119,서남권,구로구,0.0319,0.0138,0.5,0.0033,66,23
20230119,서남권,금천구,0.0325,0.0188,0.57,0.0037,53,23
20230119,동북권,노원구,0.0378,0.0139,0.64,0.0035,69,33
20230119,동북권,도봉구,0.0312,0.0159,0.73,0.0024,59,24
20230119,동북권,동대문구,0.034,0.0159,0.64,0.0036,61,23
20230119,서남권,동작구,0.0318,0.0198,0.56,0.003,61,28
20230119,서북권,마포구,0.0365,0.0142,0.66,0.0033,53,27
20230119,서북권,서대문구,0.0338,0.0159,0.81,0.004,60,23
20230119,동남권,서초구,0.0352,0.0149,0.62,0.0027,66,24
20230119,동북권,성동구,0.0355,0.0125,0.6,0.0031,61,23
20230119,동북권,성북구,0.039,0.0124,0.75,0.0034,66,28
20230119,동남권,송파구,0.0321,0.017,0.6,0.0031,63,25
20230119,서남권,양천구,0.034,0.0124,0.64,0.0033,66,26
20230119,서남권,영등포구,0.0372,0.0137,0.66,0.0034,58,25
20230119,도심권,용산구,0.0306,0.0178,0.57,0.0033,66,24
20230119,서북권,은평구,0.0258,0.019,,0.0023,63,19
20230119,도심권,종로구,0.0351,0.0165,0.65,0.0035,63,28
20230119,도심권,중구,,,,,,
20230119,동북권,중랑구,0.0321,0.0148,0.56,0.0025,58,27
20230120,동남권,강남구,0.014,0.0276,0.34,0.0028,62,16
20230120,동남권,강동구,0.012,0.0232,0.31,0.0023,65,16
20230120,동북권,강북구,0.0081,0.0308,0.38,0.0021,71,22
20230120,서남권,강서구,0.0136,0.0268,0.39,0.0028,76,15
20230120,서남권,관악구,0.016,0.0222,0.42,0.0025,65,14
20230120,동북권,광진구,0.0137,0.025,0.37,0.0031,77,26
20230120,서남권,구로구,0.0123,0.0222,0.29,0.0026,71,17
20230120,서남권,금천구,0.0177,0.026,0.43,0.0031,57,17
20230120,동북권,노원구,0.0114,0.0278,0.38,0.0026,70,22
20230120,동북권,도봉구,0.0075,0.0338,0.45,0.0022,62,15
20230120,동북권,동대문구,0.0119,0.0287,0.38,0.003,60,13
20230120,서남권,동작구,0.0137,0.0272,0.34,0.0023,70,22
20230120,서북권,마포구,0.0171,0.0219,0.41,0.0028,55,18
20230120,서북권,서대문구,0.0129,0.0258,0.42,0.002,64,15
20230120,동남권,서초구,0.0125,0.0263,0.38,0.0024,68,15
20230120,동북권,성동구,0.0145,0.0255,0.34,0.0028,62,17
20230120,동북권,성북구,0.014,0.027,0.43,0.003,64,18
20230120,동남권,송파구,0.0188,0.0235,0.42,0.0024,72,20
20230120,서남권,양천구,0.0147,0.0214,0.39,0.0027,71,17
20230120,서남권,영등포구,0.015,0.024,0.39,0.0027,58,16
20230120,도심권,용산구,0.0122,0.0282,0.41,0.0028,71,18
20230120,서북권,은평구,0.0096,0.026,0.33,0.0019,61,14
20230120,도심권,종로구,0.0127,0.0278,0.38,0.0028,62,16
20230120,도심권,중구,,,,,,
20230120,동북권,중랑구,0.0159,0.0258,0.37,0.0024,58,17
20230121,동남권,강남구,0.0232,0.018,0.38,0.0026,23,11
20230121,동남권,강동구,0.0219,0.0122,0.39,0.0022,25,12
20230121,동북권,강북구,0.0201,0.0171,0.52,0.002,25,12
20230121,서남권,강서구,0.0236,0.0174,0.47,0.0028,30,10
20230121,서남권,관악구,0.0244,0.0158,0.46,0.0025,23,10
20230121,동북권,광진구,0.0207,0.017,0.38,0.003,23,12
20230121,서남권,구로구,0.02,0.0159,0.32,0.0026,23,8
20230121,서남권,금천구,0.0186,0.0211,0.4,0.0029,18,11
20230121,동북권,노원구,0.0253,0.0165,0.48,0.0028,28,15
20230121,동북권,도봉구,0.0222,0.0178,0.54,0.002,21,11
20230121,동북권,동대문구,0.0261,0.0155,0.46,0.0031,25,11
20230121,서남권,동작구,0.0233,0.018,0.4,0.0023,24,12
20230121,서북권,마포구,0.0264,0.0134,0.48,0.0028,22,11
20230121,서북권,서대문구,0.0226,0.0164,0.61,0.0032,23,9
20230121,동남권,서초구,0.0221,0.0179,0.41,0.0025,21,6
20230121,동북권,성동구,0.0231,0.0165,0.38,0.0026,24,9
20230121,동북권,성북구,0.0269,0.0153,0.58,0.0031,26,12
20230121,동남권,송파구,0.0246,0.0166,0.43,0.0024,24,11
20230121,서남권,양천구,0.0222,0.0147,0.44,0.0024,26,13
20230121,서남권,영등포구,0.0219,0.0171,0.42,0.0024,23,9
20230121,도심권,용산구,0.0224,0.0173,0.42,0.0028,25,12
20230121,서북권,은평구,0.0178,0.0189,0.41,0.0019,20,6
20230121,도심권,종로구,0.0259,0.0162,0.46,0.0027,24,12
20230121,도심권,중구,,,,,,
20230121,동북권,중랑구,0.0235,0.0167,0.4,0.0021,25,12
20230122,동남권,강남구,0.0236,0.0187,0.35,0.0026,26,12
20230122,동남권,강동구,0.0195,0.0156,0.34,0.0022,27,13
20230122,동북권,강북구,0.0226,0.0169,0.51,0.002,31,15
20230122,서남권,강서구,0.031,0.0133,0.5,0.0025,34,11
20230122,서남권,관악구,0.0312,0.0118,0.5,0.0023,28,12
20230122,동북권,광진구,0.0159,0.0215,0.35,0.003,26,13
20230122,서남권,구로구,0.0263,0.012,0.35,0.0025,27,11
20230122,서남권,금천구,0.0284,0.0131,0.45,0.0027,25,14
20230122,동북권,노원구,0.03,0.0158,0.51,0.0028,33,17
20230122,동북권,도봉구,0.0235,0.0191,0.61,0.0021,25,13
20230122,동북권,동대문구,0.0256,0.0171,0.43,0.0029,27,11
20230122,서남권,동작구,0.0269,0.0165,0.41,0.0023,29,16
20230122,서북권,마포구,0.0269,0.0151,0.47,0.0024,25,13
20230122,서북권,서대문구,0.0196,0.021,0.53,0.0025,27,10
20230122,동남권,서초구,0.0253,0.0158,0.42,0.0024,24,10
20230122,동북권,성동구,0.0202,0.0206,0.35,0.0025,27,11
20230122,동북권,성북구,0.0282,0.0157,0.56,0.0028,30,14
20230122,동남권,송파구,0.0245,0.0177,0.42,0.0023,28,12
20230122,서남권,양천구,0.0279,0.0117,0.47,0.0029,31,14
20230122,서남권,영등포구,0.0284,0.0136,0.45,0.0024,27,12
20230122,도심권,용산구,0.0236,0.0176,0.41,0.0027,28,13
20230122,서북권,은평구,0.0193,0.0245,0.45,0.0019,27,7
20230122,도심권,종로구,0.0255,0.0184,0.43,0.0027,27,13
20230122,도심권,중구,,,,,,
20230122,동북권,중랑구,0.0187,0.0224,0.35,0.0022,27,13
20230123,동남권,강남구,0.0221,0.0214,0.48,0.0027,54,28
20230123,동남권,강동구,0.0171,0.0181,0.44,0.0022,56,31
20230123,동북권,강북구,0.0186,0.0223,0.58,0.0021,60,34
20230123,서남권,강서구,0.0253,0.0189,0.61,0.0028,64,29
20230123,서남권,관악구,0.0287,0.016,0.63,0.0025,56,27
20230123,동북권,광진구,0.0226,0.0119,0.47,0.003,37,19
20230123,서남권,구로구,0.0226,0.0161,0.43,0.0027,56,28
20230123,서남권,금천구,0.0278,0.0181,0.58,0.0029,49,31
20230123,동북권,노원구,0.0237,0.0199,0.58,0.0028,59,35
20230123,동북권,도봉구,0.0191,0.0242,0.75,0.0023,50,27
20230123,동북권,동대문구,0.025,0.0192,0.58,0.0031,54,28
20230123,서남권,동작구,0.027,0.0208,0.56,0.0023,57,35
20230123,서북권,마포구,0.0252,0.017,0.58,0.0029,48,29
20230123,서북권,서대문구,0.0216,0.0195,0.86,0.0037,51,28
20230123,동남권,서초구,0.024,0.0179,0.57,0.0025,52,27
20230123,동북권,성동구,0.0222,0.0195,0.48,0.0024,56,27
20230123,동북권,성북구,0.0271,0.0182,0.72,0.003,56,31
20230123,동남권,송파구,0.0245,0.0179,0.55,0.0023,56,30
20230123,서남권,양천구,0.0242,0.0159,0.58,0.0029,59,33
20230123,서남권,영등포구,0.0251,0.0174,0.55,0.0028,51,29
20230123,도심권,용산구,0.0222,0.0203,0.56,0.0028,57,29
20230123,서북권,은평구,0.0181,0.0214,0.65,0.0019,51,25
20230123,도심권,종로구,0.0305,0.0167,0.6,0.0028,49,27
20230123,도심권,중구,,,,,,
20230123,동북권,중랑구,0.0232,0.0211,0.5,0.0024,53,31
20230124,동남권,강남구,0.0065,0.0319,0.29,0.0024,26,10
20230124,동남권,강동구,0.0063,0.0278,0.27,0.0022,31,13
20230124,동북권,강북구,0.0039,0.0327,0.33,0.0021,33,13
20230124,서남권,강서구,0.0065,0.0309,0.33,0.0025,33,9
20230124,서남권,관악구,0.0088,0.0252,0.36,0.0024,25,9
20230124,동북권,광진구,0.006,0.0307,0.31,0.003,26,13
20230124,서남권,구로구,0.0055,0.0254,0.25,0.0025,28,6
20230124,서남권,금천구,0.0107,0.0304,0.38,0.0031,22,12
20230124,동북권,노원구,0.0053,0.0306,0.33,0.0025,32,15
20230124,동북권,도봉구,0.0035,0.035,0.34,0.002,23,9
20230124,동북권,동대문구,0.0065,0.0313,0.33,0.0029,27,10
20230124,서남권,동작구,0.0076,0.0294,0.29,0.0021,29,13
20230124,서북권,마포구,0.0079,0.0274,0.35,0.0022,25,10
20230124,서북권,서대문구,0.0055,0.0284,0.36,0.002,29,8
20230124,동남권,서초구,0.0062,0.0298,0.34,0.0025,27,5
20230124,동북권,성동구,0.0068,0.0299,0.28,0.0022,30,10
20230124,동북권,성북구,0.0074,0.0301,0.47,0.003,30,10
20230124,동남권,송파구,0.0097,0.0283,0.36,0.0022,29,10
20230124,서남권,양천구,0.0078,0.0254,0.34,0.0017,29,12
20230124,서남권,영등포구,0.0074,0.0282,0.33,0.0023,26,9
20230124,도심권,용산구,0.0063,0.0315,0.38,0.0027,31,13
20230124,서북권,은평구,0.0064,0.0288,0.36,0.0019,29,6
20230124,도심권,종로구,0.0068,0.0308,0.34,0.0024,29,13
20230124,도심권,중구,,,,,,
20230124,동북권,중랑구,0.0092,0.0287,0.32,0.002,28,11
20230125,동남권,강남구,0.0241,0.0184,0.38,0.0026,21,9
20230125,동남권,강동구,0.0204,0.0155,0.35,0.0024,22,9
20230125,동북권,강북구,0.0192,0.0213,0.46,0.0023,23,10
20230125,서남권,강서구,0.0228,0.0196,0.42,0.0027,27,7
20230125,서남권,관악구,0.0265,0.0154,0.45,0.0026,22,8
20230125,동북권,광진구,0.0223,0.0173,0.46,0.0022,20,9
20230125,서남권,구로구,0.0211,0.0156,0.3,0.0028,22,5
20230125,서남권,금천구,0.0278,0.0177,0.43,0.0033,19,11
20230125,동북권,노원구,0.0262,0.018,0.45,0.0028,25,12
20230125,동북권,도봉구,0.0202,0.0221,0.44,0.0018,16,8
20230125,동북권,동대문구,0.024,0.0172,0.42,0.0031,22,9
20230125,서남권,동작구,0.025,0.0183,0.39,0.0024,22,10
20230125,서북권,마포구,0.023,0.0178,0.42,0.0025,18,9
20230125,서북권,서대문구,0.022,0.0186,0.51,0.0026,20,7
20230125,동남권,서초구,0.0253,0.0171,0.4,0.0026,19,5
20230125,동북권,성동구,0.0247,0.0169,0.38,0.0026,22,8
20230125,동북권,성북구,0.0261,0.0176,0.61,0.0034,22,9
20230125,동남권,송파구,0.025,0.0172,0.44,0.0023,22,9
20230125,서남권,양천구,0.0222,0.0157,0.4,0.0019,24,11
20230125,서남권,영등포구,0.0238,0.0175,0.39,0.0025,19,6
20230125,도심권,용산구,0.022,0.0196,0.43,0.003,21,10
20230125,서북권,은평구,0.0198,0.0195,0.41,0.0022,20,5
20230125,도심권,종로구,0.0249,0.0164,0.45,0.0027,20,10
20230125,도심권,중구,,,,,,
20230125,동북권,중랑구,0.0257,0.0165,0.39,0.002,26,10
20230126,동남권,강남구,0.035,0.0073,0.45,0.0024,30,20
20230126,동남권,강동구,0.0262,0.0076,0.39,0.0022,29,20
20230126,동북권,강북구,0.0304,0.0098,0.52,0.002,31,20
20230126,서남권,강서구,0.0384,0.0055,0.61,0.0026,37,21
20230126,서남권,관악구,0.039,0.0066,0.59,0.0025,34,19
20230126,동북권,광진구,0.0269,0.0099,0.41,0.0023,28,13
20230126,서남권,구로구,0.0324,0.006,0.43,0.0026,33,20
20230126,서남권,금천구,0.0395,0.0071,0.62,0.0029,29,23
20230126,동북권,노원구,0.0345,0.0093,0.49,0.0024,33,22
20230126,동북권,도봉구,0.0285,0.0108,0.6,0.0016,24,19
20230126,동북권,동대문구,0.0338,0.0067,0.52,0.0029,29,20
20230126,서남권,동작구,0.036,0.0099,0.49,0.0022,35,23
20230126,서북권,마포구,0.0373,0.0052,0.57,0.0022,33,22
20230126,서북권,서대문구,0.0332,0.0079,0.59,0.0025,31,18
20230126,동남권,서초구,0.0354,0.0078,0.5,0.0024,29,19
20230126,동북권,성동구,0.0334,0.0071,0.44,0.0027,29,15
20230126,동북권,성북구,0.0359,0.0063,0.7,0.003,33,21
20230126,동남권,송파구,0.0333,0.0064,0.43,0.0021,24,13
20230126,서남권,양천구,0.0344,0.0046,0.56,0.0024,39,26
20230126,서남권,영등포구,0.0368,0.006,0.5,0.0023,36,21
20230126,도심권,용산구,0.0339,0.0065,0.44,0.0029,23,14
20230126,서북권,은평구,0.0268,0.011,0.5,0.0019,23,9
20230126,도심권,종로구,0.0348,0.0059,0.56,0.0023,30,21
20230126,도심권,중구,,,,,,
20230126,동북권,중랑구,0.0311,0.0093,0.43,0.0019,35,21
20230127,동남권,강남구,0.0164,0.0263,0.44,0.0031,40,20
20230127,동남권,강동구,0.0172,0.0189,0.43,0.0025,40,22
20230127,동북권,강북구,0.0106,0.0291,0.49,0.0026,40,22
20230127,서남권,강서구,0.0169,0.0247,0.47,0.0032,45,19
20230127,서남권,관악구,0.018,0.0217,0.5,0.003,39,19
20230127,동북권,광진구,0.0183,0.0222,0.42,0.003,37,20
20230127,서남권,구로구,0.0152,0.0211,0.36,0.0033,43,16
20230127,서남권,금천구,0.0218,0.0243,0.54,0.0035,33,21
20230127,동북권,노원구,0.0224,0.0199,0.53,0.003,43,26
20230127,동북권,도봉구,0.0112,0.031,0.54,0.0025,34,18
20230127,동북권,동대문구,0.0136,0.0269,0.47,0.0036,39,22
20230127,서남권,동작구,0.0164,0.027,0.43,0.0028,41,23
20230127,서북권,마포구,0.0191,0.0208,0.49,0.0029,34,20
20230127,서북권,서대문구,0.0174,0.0215,0.48,0.0032,41,19
20230127,동남권,서초구,0.0151,0.0252,0.45,0.0029,44,16
20230127,동북권,성동구,0.0171,0.0241,0.43,0.0031,41,18
20230127,동북권,성북구,0.0216,0.0213,0.63,0.0036,40,20
20230127,동남권,송파구,0.0175,0.0241,0.46,0.0031,35,12
20230127,서남권,양천구,0.0191,0.0187,0.48,0.0023,43,23
20230127,서남권,영등포구,0.0178,0.0223,0.38,0.0029,37,18
20230127,도심권,용산구,0.0098,0.0291,0.42,0.0032,40,17
20230127,서북권,은평구,0.0121,0.0273,0.5,0.0025,38,8
20230127,도심권,종로구,0.0151,0.0251,0.49,0.003,39,21
20230127,도심권,중구,,,,,,
20230127,동북권,중랑구,0.0196,0.0234,0.48,0.0026,38,21
20230128,동남권,강남구,0.0182,0.0236,0.38,0.0031,36,13
20230128,동남권,강동구,0.0153,0.0201,0.36,0.0027,39,14
20230128,동북권,강북구,0.0136,0.0262,0.46,0.0027,41,15
20230128,서남권,강서구,0.019,0.0222,0.43,0.0032,41,10
20230128,서남권,관악구,0.0206,0.0193,0.45,0.003,34,11
20230128,동북권,광진구,0.0169,0.023,0.33,0.003,37,13
20230128,서남권,구로구,0.0162,0.0191,0.3,0.0032,43,7
20230128,서남권,금천구,0.0232,0.0209,0.46,0.0033,28,12
20230128,동북권,노원구,0.0197,0.0211,0.47,0.0032,44,17
20230128,동북권,도봉구,0.0119,0.0288,0.45,0.0025,36,10
20230128,동북권,동대문구,0.0164,0.0241,0.43,0.0036,38,14
20230128,서남권,동작구,0.0186,0.0234,0.37,0.0028,37,13
20230128,서북권,마포구,0.0209,0.0196,0.42,0.003,30,12
20230128,서북권,서대문구,0.0181,0.0208,0.35,0.0032,38,10
20230128,동남권,서초구,0.0183,0.0217,0.39,0.0029,42,9
20230128,동북권,성동구,0.0184,0.0221,0.37,0.003,39,12
20230128,동북권,성북구,0.0189,0.0225,0.47,0.0038,41,12
20230128,동남권,송파구,0.0219,0.0199,0.48,0.0029,40,14
20230128,서남권,양천구,0.0206,0.0168,0.43,0.0023,38,14
20230128,서남권,영등포구,0.0197,0.0198,0.3,0.0028,33,10
20230128,도심권,용산구,0.0143,0.0233,0.44,0.003,46,15
20230128,서북권,은평구,0.0179,0.0216,0.55,0.0024,37,8
20230128,도심권,종로구,0.0173,0.023,0.45,0.0031,38,14
20230128,도심권,중구,,,,,,
20230128,동북권,중랑구,0.0205,0.0216,0.42,0.0027,37,14
20230129,동남권,강남구,0.0212,0.0216,0.45,0.003,42,14
20230129,동남권,강동구,0.0175,0.0183,0.41,0.0025,45,15
20230129,동북권,강북구,0.0186,0.0228,0.54,0.0026,50,17
20230129,서남권,강서구,0.0245,0.0204,0.54,0.0037,54,14
20230129,서남권,관악구,0.0287,0.016,0.59,0.0032,45,15
20230129,동북권,광진구,0.0195,0.0195,0.39,0.003,36,12
20230129,서남권,구로구,0.022,0.017,0.4,0.0035,53,13
20230129,서남권,금천구,0.0221,0.0222,0.5,0.0033,37,14
20230129,동북권,노원구,0.0253,0.0188,0.58,0.0036,51,19
20230129,동북권,도봉구,0.0167,0.0257,0.59,0.0026,45,14
20230129,동북권,동대문구,0.0233,0.0196,0.52,0.0035,45,17
20230129,서남권,동작구,0.0238,0.0216,0.47,0.0029,46,16
20230129,서북권,마포구,0.0259,0.018,0.54,0.0035,39,15
20230129,서북권,서대문구,0.0232,0.0186,0.59,0.0042,47,14
20230129,동남권,서초구,0.0209,0.0204,0.48,0.0029,46,12
20230129,동북권,성동구,0.0227,0.02,0.44,0.003,45,13
20230129,동북권,성북구,0.0264,0.0179,0.61,0.0037,50,17
20230129,동남권,송파구,0.0229,0.02,0.51,0.003,46,15
20230129,서남권,양천구,0.0238,0.0158,0.51,0.0028,50,16
20230129,서남권,영등포구,0.0231,0.019,0.35,0.0032,42,13
20230129,도심권,용산구,0.018,0.0198,0.45,0.003,55,17
20230129,서북권,은평구,0.0201,0.0219,0.67,0.0025,46,11
20230129,도심권,종로구,0.0249,0.019,0.57,0.0033,45,17
20230129,도심권,중구,,,,,,
20230129,동북권,중랑구,0.0241,0.0196,0.48,0.0027,43,16
20230130,동남권,강남구,0.0259,0.0212,0.44,0.0033,40,15
20230130,동남권,강동구,0.0204,0.0166,0.46,0.0027,44,18
20230130,동북권,강북구,0.0128,0.0287,0.47,0.0026,42,15
20230130,서남권,강서구,0.0292,0.0177,0.52,0.0038,51,17
20230130,서남권,관악구,0.0316,0.0155,0.56,0.003,43,16
20230130,동북권,광진구,0.0207,0.0211,0.36,0.003,40,16
20230130,서남권,구로구,0.0253,0.0155,0.36,0.0034,47,13
20230130,서남권,금천구,0.0246,0.0191,0.49,0.0032,35,17
20230130,동북권,노원구,0.0314,0.018,0.63,0.0036,45,20
20230130,동북권,도봉구,0.0141,0.0304,0.55,0.0027,39,13
20230130,동북권,동대문구,0.0222,0.0226,0.48,0.0035,41,17
20230130,서남권,동작구,0.0274,0.0205,0.46,0.0029,43,18
